4782.69 43036 4789.07 43031.4
4789.07 43031.4 4795.44 43026.8
4795.44 43026.8 4801.82 43022.2
4801.82 43022.2 4808.2 43017.6
4808.2 43017.6 4814.45 43012.9
4814.45 43012.9 4820.7 43008.1
4820.7 43008.1 4826.95 43003.4
4826.95 43003.4 4833.2 42998.7
4833.2 42998.7 4839.29 42993.8
4839.29 42993.8 4845.38 42988.8
4845.38 42988.8 4851.46 42983.9
4851.46 42983.9 4857.55 42979
4857.55 42979 4863.44 42973.8
4863.44 42973.8 4869.33 42968.7
4869.33 42968.7 4875.21 42963.5
4875.21 42963.5 4881.1 42958.3
4881.1 42958.3 4886.61 42952.9
4886.61 42952.9 4892.11 42947.5
4892.11 42947.5 4897.62 42942.1
4897.62 42942.1 4903.13 42936.7
4903.13 42936.7 4913.2 42925.9
4913.2 42925.9 4923.28 42915.2
4923.28 42915.2 4932.7 42904.5
4932.7 42904.5 4942.12 42893.8
4942.12 42893.8 4950.82 42883.4
4950.82 42883.4 4959.51 42873.1
4959.51 42873.1 4967.6 42862.9
4967.6 42862.9 4975.68 42852.8
4975.68 42852.8 4982.89 42843.2
4982.89 42843.2 4990.1 42833.7
4990.1 42833.7 4996.26 42824.8
4996.26 42824.8 5002.42 42815.9
5002.42 42815.9 5007.71 42807.7
5007.71 42807.7 5013 42799.4
5013 42799.4 5017.6 42791.7
5017.6 42791.7 5022.2 42784
5022.2 42784 5025.9 42777.1
5025.9 42777.1 5029.59 42770.2
5029.59 42770.2 5035.1 42757.7
5035.1 42757.7 5037.64 42745.2
5037.64 42745.2 5036.7 42732.9
5036.7 42732.9 5032.48 42721.7
5032.48 42721.7 5025.1 42712
5025.1 42712 5013.8 42705.9
5013.8 42705.9 5002.49 42699.8
5002.49 42699.8 4989.01 42698.3
4989.01 42698.3 4975.6 42700.9
4975.6 42700.9 4963.36 42707.6
4963.36 42707.6 4953.35 42716.5
4953.35 42716.5 4946.25 42727.4
4946.25 42727.4 4941.76 42740.1
4941.76 42740.1 4938.64 42754.1
4938.64 42754.1 4937.12 42761.4
4937.12 42761.4 4935.6 42768.8
4935.6 42768.8 4933.97 42776.3
4933.97 42776.3 4932.34 42783.8
4932.34 42783.8 4930.71 42791.5
4930.71 42791.5 4929.08 42799.2
4929.08 42799.2 4927.63 42806.7
4927.63 42806.7 4926.18 42814.2
4926.18 42814.2 4923.28 42828.7
4923.28 42828.7 4919.8 42841.7
4919.8 42841.7 4914.94 42853.4
4914.94 42853.4 4909 42863.7
4909 42863.7 4902.99 42872.5
4902.99 42872.5 4897.91 42879.9
4897.91 42879.9 4894.44 42885.5
4894.44 42885.5 4892.48 42890.4
4892.48 42890.4 4891.97 42895.7
4891.97 42895.7 4893.41 42902.7
4893.41 42902.7 4896.83 42910.7
4896.83 42910.7 4901.32 42919.3
4901.32 42919.3 4906.93 42928.7
4906.93 42928.7 4912.55 42938
4912.55 42938 4919.51 42948.6
4919.51 42948.6 4927.48 42959.7
4927.48 42959.7 4932.26 42965.8
4932.26 42965.8 4937.05 42971.8
4937.05 42971.8 4941.83 42977.9
4941.83 42977.9 4946.61 42984
4946.61 42984 4952.05 42990.4
4952.05 42990.4 4957.48 42996.8
4957.48 42996.8 4963.24 43003
4963.24 43003 4969 43009.2
4969 43009.2 4974.77 43015.5
4974.77 43015.5 4980.53 43021.7
4980.53 43021.7 4986.76 43027.8
4986.76 43027.8 4993 43034
4993 43034 4999.62 43040
4999.62 43040 5006.25 43046
5006.25 43046 5013.59 43051.8
5013.59 43051.8 5020.93 43057.5
